,YEAR,MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,ORIGIN,DEST,DEST_STATE_ABR,CRS_DEP_TIME,DISTANCE,LABEL
0,2012,9,4,AA,IAH,DFW,TX,1615,224.0,0
1,2012,9,5,AA,IAH,DFW,TX,1615,224.0,1
2,2012,9,6,AA,IAH,DFW,TX,1615,224.0,3
3,2012,9,7,AA,IAH,DFW,TX,1615,224.0,1
4,2012,9,1,AA,IAH,DFW,TX,1615,224.0,1
5,2012,9,2,AA,IAH,DFW,TX,1615,224.0,0
6,2012,9,3,AA,IAH,DFW,TX,1615,224.0,1
7,2012,9,4,AA,IAH,DFW,TX,1615,224.0,3
8,2012,9,5,AA,IAH,DFW,TX,1615,224.0,1
9,2012,9,6,AA,IAH,DFW,TX,1615,224.0,1
10,2012,9,7,AA,IAH,DFW,TX,1615,224.0,0
11,2012,9,1,AA,IAH,DFW,TX,1615,224.0,0
12,2012,9,2,AA,IAH,DFW,TX,1615,224.0,1
13,2012,9,3,AA,IAH,DFW,TX,1615,224.0,0
14,2012,9,4,AA,IAH,DFW,TX,1615,224.0,1
15,2012,9,5,AA,IAH,DFW,TX,1615,224.0,0
16,2012,9,6,AA,IAH,DFW,TX,1615,224.0,1
17,2012,9,7,AA,IAH,DFW,TX,1615,224.0,3
18,2012,9,1,AA,IAH,DFW,TX,1615,224.0,1
19,2012,9,2,AA,IAH,DFW,TX,1615,224.0,0
20,2012,9,3,AA,IAH,DFW,TX,1615,224.0,0
21,2012,9,4,AA,IAH,DFW,TX,1615,224.0,1
22,2012,9,5,AA,IAH,DFW,TX,1615,224.0,1
23,2012,9,6,AA,IAH,DFW,TX,1615,224.0,1
24,2012,9,7,AA,IAH,DFW,TX,1615,224.0,1
25,2012,9,6,AA,IAH,MIA,FL,600,964.0,0
26,2012,9,7,AA,IAH,MIA,FL,600,964.0,0
27,2012,9,1,AA,IAH,MIA,FL,600,964.0,0
28,2012,9,2,AA,IAH,MIA,FL,600,964.0,0
29,2012,9,3,AA,IAH,MIA,FL,600,964.0,0
30,2012,9,4,AA,IAH,MIA,FL,600,964.0,0
31,2012,9,5,AA,IAH,MIA,FL,600,964.0,0
32,2012,9,6,AA,IAH,MIA,FL,600,964.0,1
33,2012,9,7,AA,IAH,MIA,FL,600,964.0,1
34,2012,9,1,AA,IAH,MIA,FL,600,964.0,1
35,2012,9,2,AA,IAH,MIA,FL,600,964.0,0
36,2012,9,3,AA,IAH,MIA,FL,600,964.0,0
37,2012,9,4,AA,IAH,MIA,FL,600,964.0,0
38,2012,9,5,AA,IAH,MIA,FL,600,964.0,0
39,2012,9,6,AA,IAH,MIA,FL,600,964.0,0
40,2012,9,7,AA,IAH,MIA,FL,600,964.0,0
41,2012,9,1,AA,IAH,MIA,FL,600,964.0,1
42,2012,9,2,AA,IAH,MIA,FL,600,964.0,1
43,2012,9,3,AA,IAH,MIA,FL,600,964.0,0
44,2012,9,4,AA,IAH,MIA,FL,600,964.0,0
45,2012,9,5,AA,IAH,MIA,FL,600,964.0,3
46,2012,9,6,AA,IAH,MIA,FL,600,964.0,1
47,2012,9,7,AA,IAH,MIA,FL,600,964.0,0
48,2012,9,1,AA,IAH,MIA,FL,600,964.0,0
49,2012,9,2,AA,IAH,MIA,FL,600,964.0,1
50,2012,9,3,AA,IAH,MIA,FL,600,964.0,0
51,2012,9,4,AA,IAH,MIA,FL,600,964.0,0
52,2012,9,5,AA,IAH,MIA,FL,600,964.0,0
53,2012,9,6,AA,IAH,MIA,FL,600,964.0,0
54,2012,9,7,AA,IAH,MIA,FL,600,964.0,0
55,2012,9,6,AA,IAH,DFW,TX,1615,224.0,0
56,2012,9,7,AA,IAH,DFW,TX,1615,224.0,0
57,2012,9,1,AA,IAH,DFW,TX,1615,224.0,0
58,2012,9,2,AA,IAH,DFW,TX,1615,224.0,0
59,2012,9,3,AA,IAH,DFW,TX,1615,224.0,0
60,2012,9,7,AA,IAH,DFW,TX,1410,224.0,0
61,2012,9,1,AA,IAH,DFW,TX,1410,224.0,1
62,2012,9,2,AA,IAH,DFW,TX,1410,224.0,0
63,2012,9,3,AA,IAH,DFW,TX,1410,224.0,0
64,2012,9,4,AA,IAH,DFW,TX,1410,224.0,0
65,2012,9,5,AA,IAH,DFW,TX,1410,224.0,0
66,2012,9,7,AA,IAH,DFW,TX,1410,224.0,1
67,2012,9,1,AA,IAH,DFW,TX,1410,224.0,3
68,2012,9,2,AA,IAH,DFW,TX,1410,224.0,0
69,2012,9,3,AA,IAH,DFW,TX,1410,224.0,0
70,2012,9,4,AA,IAH,DFW,TX,1410,224.0,3
71,2012,9,5,AA,IAH,DFW,TX,1410,224.0,0
72,2012,9,7,AA,IAH,DFW,TX,1410,224.0,1
73,2012,9,1,AA,IAH,DFW,TX,1410,224.0,3
74,2012,9,2,AA,IAH,DFW,TX,1410,224.0,1
75,2012,9,3,AA,IAH,DFW,TX,1410,224.0,0
76,2012,9,4,AA,IAH,DFW,TX,1410,224.0,1
77,2012,9,5,AA,IAH,DFW,TX,1410,224.0,0
78,2012,9,7,AA,IAH,DFW,TX,1410,224.0,0
79,2012,9,1,AA,IAH,DFW,TX,1410,224.0,0
80,2012,9,2,AA,IAH,DFW,TX,1410,224.0,0
81,2012,9,3,AA,IAH,DFW,TX,1410,224.0,1
82,2012,9,4,AA,IAH,DFW,TX,1410,224.0,0
83,2012,9,5,AA,IAH,DFW,TX,1410,224.0,0
84,2012,9,7,AA,IAH,DFW,TX,1410,224.0,0
85,2012,9,6,AA,IAH,MIA,FL,1800,964.0,3
86,2012,9,7,AA,IAH,MIA,FL,1800,964.0,0
87,2012,9,1,AA,IAH,MIA,FL,1800,964.0,0
88,2012,9,2,AA,IAH,MIA,FL,1800,964.0,0
89,2012,9,3,AA,IAH,MIA,FL,1800,964.0,0
90,2012,9,4,AA,IAH,MIA,FL,1800,964.0,0
91,2012,9,5,AA,IAH,MIA,FL,1800,964.0,0
92,2012,9,6,AA,IAH,MIA,FL,1800,964.0,3
93,2012,9,7,AA,IAH,MIA,FL,1800,964.0,0
94,2012,9,1,AA,IAH,MIA,FL,1800,964.0,0
95,2012,9,2,AA,IAH,MIA,FL,1800,964.0,0
96,2012,9,3,AA,IAH,MIA,FL,1800,964.0,0
97,2012,9,4,AA,IAH,MIA,FL,1800,964.0,1
98,2012,9,5,AA,IAH,MIA,FL,1800,964.0,0
99,2012,9,6,AA,IAH,MIA,FL,1800,964.0,0
100,2012,9,7,AA,IAH,MIA,FL,1800,964.0,1
101,2012,9,1,AA,IAH,MIA,FL,1800,964.0,0
102,2012,9,2,AA,IAH,MIA,FL,1800,964.0,2
103,2012,9,3,AA,IAH,MIA,FL,1800,964.0,0
104,2012,9,4,AA,IAH,MIA,FL,1800,964.0,0
105,2012,9,5,AA,IAH,MIA,FL,1800,964.0,1
106,2012,9,6,AA,IAH,MIA,FL,1800,964.0,1
107,2012,9,7,AA,IAH,MIA,FL,1800,964.0,0
108,2012,9,1,AA,IAH,MIA,FL,1800,964.0,3
109,2012,9,2,AA,IAH,MIA,FL,1800,964.0,1
110,2012,9,3,AA,IAH,MIA,FL,1800,964.0,0
111,2012,9,4,AA,IAH,MIA,FL,1800,964.0,0
112,2012,9,6,AA,IAH,MIA,FL,1800,964.0,0
113,2012,9,7,AA,IAH,MIA,FL,1800,964.0,1
114,2012,9,6,AA,IAH,DFW,TX,1830,224.0,0
115,2012,9,7,AA,IAH,DFW,TX,1830,224.0,0
116,2012,9,1,AA,IAH,DFW,TX,1830,224.0,0
117,2012,9,2,AA,IAH,DFW,TX,1830,224.0,1
118,2012,9,3,AA,IAH,DFW,TX,1830,224.0,0
119,2012,9,4,AA,IAH,DFW,TX,1830,224.0,0
120,2012,9,5,AA,IAH,DFW,TX,1830,224.0,0
121,2012,9,6,AA,IAH,DFW,TX,1830,224.0,0
122,2012,9,7,AA,IAH,DFW,TX,1830,224.0,1
123,2012,9,1,AA,IAH,DFW,TX,1830,224.0,0
124,2012,9,2,AA,IAH,DFW,TX,1830,224.0,1
125,2012,9,3,AA,IAH,DFW,TX,1830,224.0,1
126,2012,9,4,AA,IAH,DFW,TX,1830,224.0,1
127,2012,9,5,AA,IAH,DFW,TX,1830,224.0,1
128,2012,9,6,AA,IAH,DFW,TX,1830,224.0,1
129,2012,9,7,AA,IAH,DFW,TX,1830,224.0,1
130,2012,9,1,AA,IAH,DFW,TX,1830,224.0,1
131,2012,9,2,AA,IAH,DFW,TX,1830,224.0,0
132,2012,9,3,AA,IAH,DFW,TX,1830,224.0,3
133,2012,9,4,AA,IAH,DFW,TX,1830,224.0,1
134,2012,9,5,AA,IAH,DFW,TX,1830,224.0,1
135,2012,9,6,AA,IAH,DFW,TX,1830,224.0,0
136,2012,9,7,AA,IAH,DFW,TX,1830,224.0,0
137,2012,9,1,AA,IAH,DFW,TX,1830,224.0,1
138,2012,9,2,AA,IAH,DFW,TX,1830,224.0,0
139,2012,9,3,AA,IAH,DFW,TX,1830,224.0,0
140,2012,9,4,AA,IAH,DFW,TX,1830,224.0,1
141,2012,9,5,AA,IAH,DFW,TX,1830,224.0,0
142,2012,9,6,AA,IAH,DFW,TX,1830,224.0,1
143,2012,9,7,AA,IAH,DFW,TX,1830,224.0,0
144,2012,9,6,AA,IAH,MIA,FL,1355,964.0,1
145,2012,9,1,AA,IAH,MIA,FL,1355,964.0,0
146,2012,9,2,AA,IAH,MIA,FL,1355,964.0,0
147,2012,9,3,AA,IAH,MIA,FL,1355,964.0,1
148,2012,9,4,AA,IAH,MIA,FL,1355,964.0,0
149,2012,9,5,AA,IAH,MIA,FL,1355,964.0,1
150,2012,9,6,AA,IAH,MIA,FL,1355,964.0,0
151,2012,9,7,AA,IAH,MIA,FL,1355,964.0,0
152,2012,9,1,AA,IAH,MIA,FL,1355,964.0,0
153,2012,9,2,AA,IAH,MIA,FL,1355,964.0,0
154,2012,9,3,AA,IAH,MIA,FL,1355,964.0,1
155,2012,9,4,AA,IAH,MIA,FL,1355,964.0,1
156,2012,9,5,AA,IAH,MIA,FL,1355,964.0,1
157,2012,9,6,AA,IAH,MIA,FL,1355,964.0,0
158,2012,9,7,AA,IAH,MIA,FL,1355,964.0,0
159,2012,9,1,AA,IAH,MIA,FL,1355,964.0,1
160,2012,9,2,AA,IAH,MIA,FL,1355,964.0,1
161,2012,9,3,AA,IAH,MIA,FL,1355,964.0,0
162,2012,9,4,AA,IAH,MIA,FL,1355,964.0,3
163,2012,9,5,AA,IAH,MIA,FL,1355,964.0,0
164,2012,9,6,AA,IAH,MIA,FL,1355,964.0,0
165,2012,9,7,AA,IAH,MIA,FL,1355,964.0,0
166,2012,9,1,AA,IAH,MIA,FL,1355,964.0,0
167,2012,9,2,AA,IAH,MIA,FL,1355,964.0,0
168,2012,9,3,AA,IAH,MIA,FL,1355,964.0,1
169,2012,9,4,AA,IAH,MIA,FL,1355,964.0,0
170,2012,9,5,AA,IAH,MIA,FL,1355,964.0,0
171,2012,9,6,AA,IAH,MIA,FL,1355,964.0,1
172,2012,9,7,AA,IAH,MIA,FL,1355,964.0,0
173,2012,9,1,AA,IAH,DFW,TX,2000,224.0,0
174,2012,9,2,AA,IAH,DFW,TX,2000,224.0,0
175,2012,9,3,AA,IAH,DFW,TX,2000,224.0,0
176,2012,9,4,AA,IAH,DFW,TX,2000,224.0,0
177,2012,9,5,AA,IAH,DFW,TX,2000,224.0,0
178,2012,9,7,AA,IAH,DFW,TX,2000,224.0,1
179,2012,9,1,AA,IAH,DFW,TX,2000,224.0,1
180,2012,9,2,AA,IAH,DFW,TX,2000,224.0,0
181,2012,9,3,AA,IAH,DFW,TX,2000,224.0,0
182,2012,9,4,AA,IAH,DFW,TX,2000,224.0,1
183,2012,9,5,AA,IAH,DFW,TX,2000,224.0,1
184,2012,9,7,AA,IAH,DFW,TX,2000,224.0,1
185,2012,9,1,AA,IAH,DFW,TX,2000,224.0,1
186,2012,9,2,AA,IAH,DFW,TX,2000,224.0,1
187,2012,9,3,AA,IAH,DFW,TX,2000,224.0,0
188,2012,9,4,AA,IAH,DFW,TX,2000,224.0,0
189,2012,9,5,AA,IAH,DFW,TX,2000,224.0,1
190,2012,9,7,AA,IAH,DFW,TX,2000,224.0,0
191,2012,9,1,AA,IAH,DFW,TX,2000,224.0,1
192,2012,9,2,AA,IAH,DFW,TX,2000,224.0,0
193,2012,9,3,AA,IAH,DFW,TX,2000,224.0,1
194,2012,9,4,AA,IAH,DFW,TX,2000,224.0,0
195,2012,9,5,AA,IAH,DFW,TX,2000,224.0,1
